user_id,location,season,duration_days,budget_usd,group_size,trip_type,distance_km,hotel_quality,rating_1_5,review_polarity,weather_score,time_flexibility,ambiguity_level,accept_recommendation
18,Bali,Summer,6,1432.71600588586,5,Cultural,182.6253143217792,2,3,0.01465292689056516,0.7776326050180475,0.11528557529907124,0.3124183368725084,1
19,Santorini,Spring,7,1064.3081273024707,4,Cultural,803.7858496104011,1,1,0.2898714378139803,0.16193635337838963,0.9778948224189149,0.4029872151293784,0
20,Goa,Spring,3,2902.5493906892734,1,Business,1093.4015231295523,2,1,0.7195799992102173,0.5987384356281452,0.27978681167725195,0.47701589073225437,1
21,Reykjavik,Winter,13,934.118441726564,3,Business,587.0359174837329,3,5,-0.564725907331204,0.6810819619339803,0.3070255393395642,0.24533134628339748,1
22,NYC,Summer,4,1567.0312573481795,1,Honeymoon,2252.6456878970703,1,5,0.38489897435288345,0.27936559294849683,0.12710633043212105,0.06621531961013594,0
23,Bali,Dry,5,1687.7190649683919,4,Cultural,2101.9192669650142,2,1,0.6157618874968507,0.5693138084114124,0.7551642044967515,0.6775230918402433,1
24,Banff,Summer,7,4702.018922643075,4,Adventure,1055.5279055942779,5,2,0.0068114680216086465,0.2402587459890747,0.924142810187282,0.023661353534264462,0
25,Queenstown,Dry,11,1461.4459747114968,2,Cultural,883.1199152336851,1,2,0.03127650355343822,0.9463154273679505,0.789750537066651,0.8094706348587248,0
26,Cairo,Summer,10,418.40514806950347,2,Backpacking,1002.6828460401665,1,2,0.30922468449246115,0.860170156349167,0.6126158294341718,0.9291548251512014,1
27,Goa,Winter,11,2447.119233358627,2,Adventure,1008.4509070997674,3,4,0.27240853894489414,0.28804279149746914,0.8132329156105762,0.7103689136596344,1
28,Santorini,Spring,4,1188.665927771095,2,Leisure,1029.9871212444964,1,3,0.39117630368356127,0.5288144909503397,0.4042302329328584,0.5959605172748319,1
29,Reykjavik,Autumn,12,1854.8861799892193,2,Backpacking,943.5041079871443,1,3,0.3806402632006084,0.5006328571539057,0.8594973550806875,0.6570185293286328,1
30,Goa,Winter,11,1716.3876872382573,2,Adventure,1342.0578872673987,1,3,-0.39098615280782556,0.960023257950074,0.798518849638182,0.6522220466175943,1
31,Goa,Dry,7,1534.2203297945664,3,Business,2003.3371657159664,1,4,0.5951332488524718,0.394028780183854,0.001724644256319019,0.9317051360665005,1
32,Kyoto,Monsoon,8,2905.0455501319825,5,Honeymoon,409.85026346072203,5,4,0.6833915810951191,0.5622275546215668,0.487794134917517,0.9643058711939674,0
33,Paris,Spring,2,720.7418818563741,4,Adventure,473.1766947684903,1,1,0.19304144684514912,0.9287065948874371,0.2646165760792262,0.42671164190822175,0
34,Reykjavik,Summer,11,1325.8266955435588,2,Cultural,270.7472087259493,3,1,-0.6470776532748335,0.16281105117655814,0.08623291636769548,0.6170791761484181,0
35,Santorini,Spring,13,2725.5424400887123,5,Adventure,2193.202142222713,4,2,0.04262714699995472,0.5504856032783381,0.8461960427477748,0.8028070537341723,0
36,Paris,Spring,7,1250.813144988555,2,Leisure,1339.7772322729493,4,3,0.1972029384702842,0.10567292036182963,0.007949684301122306,0.0010381571721375105,0
37,Santorini,Autumn,8,688.6381657028617,5,Leisure,1642.8930354888173,4,5,-0.4723001188934086,0.6174989318185006,0.7301635020553603,0.5270159168277156,0
38,Santorini,Winter,7,2700.340637182289,2,Adventure,349.4642995720308,2,5,-0.08006903178850672,0.36568320338700466,0.9881921209971861,0.6528763398176977,0
39,Kyoto,Winter,2,3546.997600424458,3,Cultural,4573.154454064715,5,4,-0.6046846937792709,0.9676360731796007,0.4820197667062357,0.7172054497375816,0
40,Cairo,Monsoon,9,1759.8834696502504,2,Business,673.7905281306636,1,1,0.403646112493222,0.4154091811485263,0.37124052994143464,0.36878940939628113,0
41,Bali,Winter,10,557.5168019562674,4,Leisure,1254.590678389703,1,1,0.18297765745102565,0.13618763754170682,0.6058329544747134,0.29564442061159224,0
42,Queenstown,Winter,13,2761.6451446036995,2,Backpacking,2172.2260029031427,5,3,-0.7228915824071223,0.8339999609284041,0.8046978276476722,0.1821425665679085,1
43,Queenstown,Spring,13,667.8524535017968,5,Honeymoon,497.9084353513559,1,3,0.2757324307909903,0.8208666914229141,0.24025199377527884,0.5578155490526845,1
44,NYC,Summer,7,2176.0782463043397,1,Leisure,708.3515522547492,1,4,0.07174552630485438,0.6948596195427844,0.2507014291535362,0.9193034322521215,1
45,Paris,Autumn,13,1061.588558281986,3,Backpacking,1265.6453379798068,1,1,0.35820714137720244,0.748811801884228,0.6071780140868468,0.8959781507240482,0
46,Banff,Monsoon,8,901.5328024824189,1,Leisure,10785.72155733705,1,5,-0.09576621687771389,0.26471521768940687,0.9398798208543053,0.3599659271576924,1
47,Goa,Spring,9,1386.9383761786114,5,Business,1395.348933168763,1,3,-0.3007397003715121,0.6420535004227813,0.29843997575876346,0.25785513993820264,1
48,Santorini,Autumn,9,1619.740882150956,3,Cultural,3964.3172320098975,3,3,-0.28542231322890343,0.03801987120539363,0.3767546632290131,0.788793822670777,1
49,Cairo,Autumn,13,1228.408919692262,4,Business,2877.1011358135847,4,1,-0.16908510827420234,0.19689014389003456,0.9933333014602895,0.7249800182441882,0
50,Queenstown,Spring,10,2574.014359801804,5,Backpacking,1472.0452351178312,1,5,0.10941254829052352,0.9322794475530867,0.1762221652065158,0.5053398311374923,0
51,Queenstown,Summer,3,1383.4814248354924,3,Backpacking,497.0265189370915,5,3,0.17397923271239601,0.7392352970826587,0.07696816837530407,0.3890302595388575,1
52,Bali,Monsoon,2,3255.543527387852,1,Adventure,2560.103301107455,1,2,0.004640061095948583,0.23067254098925782,0.5897552388806061,0.12379790374517496,1
53,NYC,Autumn,6,2140.305595349879,2,Business,330.7992601772216,4,2,-0.11165977449825956,0.1113830895192881,0.024266988421632996,0.7851385890922365,1
54,Goa,Summer,8,1189.7109721299116,2,Backpacking,3946.9566751193124,5,2,-0.07570163400274088,0.9489194448685015,0.1804332312748227,0.6174644435816974,1
55,Goa,Monsoon,10,1075.3872085426349,5,Honeymoon,1286.9163978807694,3,1,1.0,0.11218766606013275,0.622209180690468,0.3768816797380167,0
56,Paris,Summer,7,672.8364074799614,5,Backpacking,131.60712544725965,3,5,-0.2853625757491044,0.2570700480472482,0.659512400691333,0.9187879760667995,0
57,Reykjavik,Monsoon,8,2152.617681292005,3,Cultural,835.1364494158215,1,5,-0.17898600427309627,0.18263399299945715,0.5104252496476197,0.6596727064118622,1
58,Bali,Summer,13,1461.5422191033492,5,Adventure,1850.4021202286199,2,5,1.0,0.007463820411767963,0.3837480462293833,0.9292388668437462,0
59,Queenstown,Autumn,6,435.5818324189727,2,Business,907.2163012555659,5,2,0.31050665123027626,0.314134774098044,0.5761975844218483,0.4744124603396439,1
60,Cairo,Summer,7,1311.0335522947228,4,Honeymoon,1943.0314757229874,2,3,-0.5899903329518479,0.9741788715987626,0.6433857530332387,0.4546178240639299,0
61,Banff,Summer,8,1052.980067228306,2,Backpacking,555.562251012649,1,3,0.5213436019886316,0.34190330580935646,0.8034820462916507,0.9372392903140796,0
62,Queenstown,Monsoon,7,4653.647293408232,2,Honeymoon,385.75949362747394,4,3,-0.3550194446005738,0.5043048794677737,0.7927508282098474,0.9597914282435333,0
63,NYC,Spring,13,650.8849072917276,2,Honeymoon,1035.7112601575175,4,3,0.5545307539025486,0.7459357839217814,0.6648007655149478,0.9607673188788862,1
64,Banff,Spring,13,761.423357225439,3,Business,1124.6785425279631,1,3,-0.005481139685340711,0.5510801020792161,0.8942325832284657,0.8188973939074429,0
65,Goa,Summer,8,3519.174717555914,2,Adventure,829.8894665990573,1,4,-0.11989792474470368,0.7435915074123066,0.8380252535954188,0.4624061448243386,0
66,NYC,Winter,7,4080.8390447492993,2,Cultural,2927.291633357775,1,1,0.9045824844137914,0.6616358681905152,0.1332460082179402,0.2102992942690588,0
67,Banff,Winter,9,1156.3343491298,2,Cultural,555.480830475202,1,1,0.3832006763296224,0.6085630229990148,0.9566794413234834,0.38344088127782827,1
68,NYC,Dry,4,1237.376270877187,1,Honeymoon,1408.8548437973463,4,5,0.5864947187246037,0.6496489072117452,0.8917423023179204,0.9382974915177886,1
69,Paris,Summer,7,2616.888349128406,5,Business,1157.9146803113042,1,5,0.31745983975997316,0.799164362078251,0.3209271795079598,0.3635542950802999,1
70,Goa,Summer,4,447.52845479738914,2,Honeymoon,315.6478641543987,4,5,-0.12222226189654925,0.7101913948011042,0.020184418607039456,0.7567174268235375,1
71,Queenstown,Spring,3,591.868090110609,1,Leisure,381.75378276668323,1,2,0.40567721012910407,0.7917749207051915,0.6039759467582875,0.9230043510911079,0
72,Bali,Autumn,3,1527.7631627146034,3,Honeymoon,1107.1327154361504,5,3,0.7046076963422303,0.14559763828353134,0.43841757686638805,0.9703921628814296,1
73,Goa,Dry,9,4582.199214405161,5,Business,5350.578682262729,4,1,0.16736902175877671,0.6776737327105403,0.7495666625861319,0.9476741468753561,1
74,Bali,Winter,2,1392.0906307884648,2,Backpacking,1743.0920398003182,2,2,1.0,0.7370219123255332,0.5245997645086226,0.5550575977222759,0
75,Cairo,Autumn,9,1920.9249139430226,5,Cultural,275.74930559362485,3,4,0.5252436016009543,0.2999664324968345,0.07649043525094679,0.49188007465087036,1
76,Goa,Summer,7,3569.8311028854546,4,Cultural,91.06827936925434,1,2,0.20599127488580596,0.8745773278432823,0.24468742025477586,0.9876405087679863,0
77,NYC,Monsoon,6,6400.496471217933,4,Leisure,1971.2889052228002,1,3,0.22574326550890894,0.3047116033027004,0.8825237561265296,0.21817920458030682,0
78,Kyoto,Summer,11,1279.0730515727785,2,Honeymoon,1015.391177374096,3,1,0.16861856448381238,0.2438321193764973,0.0376896957150501,0.1875302616847626,0
79,Reykjavik,Spring,8,1789.8694545566048,1,Honeymoon,2732.610820308323,1,3,-0.5256193927974958,0.8670968154805112,0.736669669398287,0.9631822977458351,0
80,Cairo,Summer,10,5395.028351411669,2,Backpacking,542.0865437079174,4,4,0.05496390209569745,0.2470198381164267,0.2919435079514323,0.6891948218241696,1
81,Banff,Spring,10,725.3689593737114,5,Leisure,1451.234711560467,2,3,0.2105932426705836,0.4155024624318001,0.45263980304249707,0.5363040097981578,1
82,Goa,Spring,2,3349.4406553708372,4,Adventure,2158.0035058987337,1,3,-0.10804256063326437,0.3679228300368189,0.5310054319116085,0.1320497928413057,0
83,Bali,Spring,4,981.4299890267752,4,Backpacking,766.6490152788921,3,5,0.26883850935234743,0.8980618225582724,0.25008135730720105,0.5132402490163293,1
84,Santorini,Summer,8,1922.6955644969594,5,Leisure,779.8733571047316,3,2,0.11065374517755555,0.45523573828796426,0.6519604429976628,0.944221153521555,1
85,Cairo,Autumn,13,1563.1035383284654,2,Business,1119.0218840122222,4,2,0.4868459455493842,0.6943089332962156,0.6934422180978762,0.6028913233486717,0
86,Queenstown,Summer,3,1017.5906859431147,2,Cultural,1692.803107279926,1,4,0.43155619053286554,0.794038904643829,0.0850594796707751,0.4046286224395348,1
87,Paris,Summer,3,1002.3864073709111,5,Backpacking,1084.1296697547432,3,3,0.1835766437924206,0.6279035807471762,0.3739270758514206,0.5511030014651284,1
88,NYC,Dry,13,2134.2031380655085,3,Backpacking,2390.3547627512876,5,5,-0.5836064456509992,0.9436944983249147,0.7443773012062915,0.8861450870177845,1
89,Queenstown,Winter,13,3285.6625395442807,2,Backpacking,757.8245152279532,2,1,0.9953613693405853,0.8025075292560081,0.7216375598411319,0.9128486611353276,1
90,Santorini,Autumn,4,1672.6396363051135,2,Adventure,378.90436404564986,5,1,0.02905450071442839,0.40020662767486315,0.5446033439052391,0.4000881656528953,1
91,Goa,Summer,6,1885.7254788209773,5,Business,5332.525831465986,4,2,0.05955677315243413,0.9508118432576832,0.7776747798680141,0.608061002434322,1
92,Santorini,Monsoon,9,2547.0839627172013,1,Honeymoon,676.0675592485027,3,3,-0.07126042434969385,0.5245748332713341,0.10764489303984326,0.27920261268283075,1
93,Santorini,Summer,4,1009.316588938048,1,Backpacking,695.9280879085077,5,5,-0.14420582803276824,0.022577322944895895,0.11821126784453007,0.4510852961584765,1
94,NYC,Summer,5,2818.0924673932022,4,Leisure,1040.3966806795886,5,3,0.8720290240002619,0.2600132796528968,0.6574893002963448,0.2198826367831429,0
95,Santorini,Monsoon,6,2956.0401314243018,1,Backpacking,1157.1841633880233,2,3,0.7930221601930398,0.6217295870372666,0.6933338678951289,0.5314722618655752,1
96,Kyoto,Autumn,9,8622.891767352234,1,Cultural,804.8477153215333,5,1,0.3221967017888354,0.15681490232443673,0.8145268553210703,0.578240134964662,1
97,Kyoto,Winter,5,1442.7950030654395,5,Leisure,1081.4444523936215,1,3,0.04624992278463729,0.5840680448932036,0.18103687777325705,0.33783673613077314,0
98,Cairo,Autumn,6,1373.5458941592592,3,Business,1062.2984778011376,1,3,0.40955899250687655,0.3615980223075298,0.5167716594311051,0.27211830063864817,1
99,Cairo,Autumn,5,2868.026733397137,4,Honeymoon,1261.246077454057,1,3,0.13689849088468636,0.534385480058274,0.6608312971355824,0.15102560663145193,0
100,Bali,Summer,11,2955.616393082217,3,Leisure,166.33603223444317,2,4,0.00488854083845057,0.0018748478732528717,0.22369957382901506,0.13954366620615977,1
101,Santorini,Summer,3,1311.5274220035064,1,Leisure,4937.92778574034,5,3,0.2690529607531651,0.8484213546686984,0.5169278655939907,0.7114611157141176,1
102,Bali,Summer,4,1419.5602135271947,1,Backpacking,974.7386162630527,4,1,-0.12057887347272242,0.36192548777552835,0.638445024390596,0.22163800357270336,1
103,Santorini,Spring,4,2501.5817303495555,4,Backpacking,1744.9795154274864,4,1,0.22613213200171625,0.14015843427795305,0.21444951147768032,0.1179770211065605,0
104,Paris,Monsoon,12,1100.4224775598343,1,Leisure,364.13290578327786,1,1,0.20211046281081776,0.43791585700507996,0.3755634102501414,0.9988716897642888,1
105,Queenstown,Summer,13,1413.2956651567524,3,Backpacking,752.3486080000922,3,4,0.4014680106289622,0.4861772934888341,0.216338810135708,0.259916501889057,1
106,Queenstown,Autumn,8,1907.8946973576142,2,Backpacking,640.4347912008599,2,5,-0.2095684787378044,0.6374027104961889,0.9029429044285987,0.8960483154281321,1
107,Queenstown,Winter,3,3286.4499246045248,2,Backpacking,3553.8223147209333,3,5,0.45506817643827036,0.5245624403522797,0.23679888192999177,0.6091859537519174,1
108,Cairo,Winter,11,1257.9526913236903,5,Adventure,686.3235162093289,2,2,-0.3531557464752526,0.04352358206706264,0.12083462598579697,0.715070166806815,0
109,Goa,Summer,7,598.5854705758252,4,Business,2011.1540480563635,2,1,-0.18628332581061932,0.8715123220777647,0.035155311527143684,0.5609189114996354,0
110,Queenstown,Summer,12,572.5164791119051,4,Backpacking,651.7516848071027,5,4,-0.16446252957287202,0.4565089317869613,0.04495347241135017,0.1808111950599689,0
111,Kyoto,Dry,6,849.2487710814704,2,Backpacking,763.4936810086127,3,1,-0.43602588618683913,0.07698777253300892,0.19158623496681693,0.8470515714526026,0
112,Queenstown,Autumn,13,822.295129616375,2,Business,901.0492051617732,3,4,0.6078311416928314,0.7728282365291851,0.6082085113069523,0.8279727664867842,1
113,Reykjavik,Winter,11,1647.8613008599673,4,Adventure,3062.773329941229,1,2,-0.3845262380948986,0.6601544187830682,0.017649874511122654,0.34968546535026745,0
114,Goa,Monsoon,4,885.9600930101786,1,Leisure,241.8016767909363,4,5,-0.2494581687033359,0.6494377727692218,0.28674392475714716,0.7638506964114639,1
115,Reykjavik,Winter,10,1186.0064572534125,2,Adventure,382.7833471082279,3,4,0.727703855243321,0.42691400173556104,0.05816689132329933,0.5430402583444278,1
116,Reykjavik,Spring,5,1136.317976506833,4,Leisure,230.9395221681838,2,4,-0.18529135092682522,0.4104970626209884,0.40365877029916764,0.9090491405600647,0
117,Paris,Autumn,6,1388.105689708826,4,Adventure,459.4353815645452,4,3,0.005928657430951681,0.5363386363873428,0.04857673782985761,0.8028243713039679,0
118,Bali,Spring,5,3997.8124336463843,1,Leisure,572.905028727318,1,5,-0.4060145004582679,0.05059441289910327,0.607541776620828,0.04099576980203079,1
119,Kyoto,Autumn,10,2689.655920065563,4,Honeymoon,301.3929806370763,3,3,0.5164756038113423,0.29895776421792086,0.6884242655190153,0.8792759721912583,1
120,Bali,Dry,5,1825.6249562280793,3,Business,609.5261199428046,5,4,0.5233681220955325,0.9878941735623735,0.7313375496437635,0.9685664179784899,1
121,Goa,Autumn,9,1371.121410289758,2,Business,218.8153919629159,3,2,0.46947295206172335,0.6621924891280758,0.22434339864625508,0.7421562026251037,0
122,Cairo,Summer,8,1394.178185086866,4,Honeymoon,485.70868033027523,1,3,0.3687649140969719,0.4189341654173221,0.8685001619617433,0.11991353084706802,0
123,Cairo,Spring,11,2200.9577421844688,5,Cultural,2865.036359313466,2,5,0.13679455550973835,0.22236310294045303,0.6902881673309265,0.8073758898371202,1
124,Goa,Dry,13,2567.0212115686163,3,Cultural,1514.5451717835078,1,2,-0.16218833346899222,0.7452093619002335,0.05665021929982039,0.6474890426235859,1
125,Santorini,Spring,2,1048.8289094064155,2,Adventure,1274.0730043375468,3,1,-0.30748465333301045,0.2602903097061914,0.4407667087014271,0.3388263175219802,0
126,Reykjavik,Spring,13,1848.0539645443585,2,Cultural,491.65495278440096,2,2,0.7449527633808352,0.16237010384629535,0.7677564933724812,0.8840305511926667,1
127,Paris,Summer,3,534.3378190060841,3,Adventure,320.90079732466506,1,2,0.48240213586329495,0.15451490023428727,0.31089392672022975,0.5655666884531728,0
128,Queenstown,Spring,8,2052.9401630734947,1,Business,440.83697661909986,4,3,-0.24665211360021214,0.7292632791647324,0.3815587739072648,0.8529279310194022,1
129,Reykjavik,Summer,6,2856.3205232046403,3,Backpacking,1059.3726141994757,1,1,0.11991588411156724,0.6428102542887174,0.6296038272965429,0.6701137485842428,0
130,Cairo,Autumn,9,1528.372654568407,1,Business,2196.326396303698,2,1,-0.05005754649250663,0.06980609937123061,0.0554808801158978,0.2885161037049282,0
131,Reykjavik,Summer,10,5377.163037813282,1,Adventure,2257.2305798798175,5,2,-0.46410535285287513,0.11504281536220251,0.9669350405079173,0.9750186958610365,0
132,Reykjavik,Spring,12,1065.5612466998912,3,Honeymoon,1816.1785775586718,1,3,0.18882568831065122,0.6338468673535771,0.17448101060972787,0.5710055479395585,0
133,Paris,Spring,6,2060.0061540497522,4,Honeymoon,607.8660278444023,2,1,-0.10774633211959789,0.571116101872159,0.026671999646260325,0.5167552418264589,0
134,Reykjavik,Summer,13,1769.5935244657464,5,Cultural,1118.3837771034337,2,2,-0.3762683331478428,0.6859990603718135,0.005322982040420254,0.403509628253255,1
135,Queenstown,Spring,5,1702.446136323351,1,Adventure,848.0384493428418,3,2,-0.639566277070881,0.17803890836326197,0.3995543749993957,0.13634420307768735,0
136,NYC,Winter,4,1688.1806662492725,2,Honeymoon,933.6001010452641,2,1,-0.6819017501028356,0.7265879062171671,0.8842533654753777,0.6862128800361617,1
137,Cairo,Spring,6,1928.0473191669205,3,Adventure,5595.412348912329,5,2,-0.08571306384731975,0.9360964673305497,0.819762079217929,0.430799198005814,1
138,Paris,Summer,8,3007.2317376397928,3,Backpacking,267.84268459948646,1,2,0.05745251478754219,0.6010503145354412,0.912045798249695,0.9346125103556421,1
139,NYC,Summer,10,4132.516166659526,5,Adventure,908.9213322582777,5,1,-0.33765040508115807,0.19613001964278387,0.533782319328899,0.9650971686188983,1
140,Goa,Summer,11,1805.6029391475636,4,Cultural,2891.119642869634,3,4,0.4253697138286139,0.6795438552841065,0.4487462338751643,0.767640855349951,1
141,Banff,Spring,4,2948.9063249920646,3,Honeymoon,339.43647088751584,1,1,0.06722672910851885,0.3430816835460644,0.3858609761067945,0.2424947637025352,1
142,Kyoto,Spring,5,1186.7097399619095,1,Leisure,655.2403138931702,1,3,0.3884426552993251,0.04928774638572142,0.04641807579130586,0.7159796808039663,0
143,Kyoto,Monsoon,13,2862.851032072911,1,Adventure,718.2151686547166,1,4,0.008544604906146114,0.30233869535249847,0.9095212563051536,0.020421750965055496,1
144,Goa,Spring,7,1144.593791396028,1,Leisure,917.2391390184255,2,5,-0.29355881760355296,0.905585101950132,0.4961760922847275,0.8264005028083927,0
145,Banff,Autumn,4,3478.6374601278626,4,Cultural,305.89266496022697,2,3,0.15705878556930697,0.4111393201759752,0.45506743105151015,0.4936185670905291,1
146,Santorini,Summer,13,6811.6150283372335,2,Business,1765.569973275077,4,3,-0.5313372560091613,0.8646653380310924,0.5151674870141173,0.9367396498851864,1
147,Paris,Summer,7,1680.3370330997825,2,Adventure,1868.7589492250786,2,4,0.3697192603183239,0.5086593435227916,0.7941545181142005,0.3777600413259651,1
148,Kyoto,Summer,13,485.1576576895005,4,Cultural,1646.98275573135,4,5,-0.3685746032565669,0.5169779889596,0.22447108598256393,0.2631736044838443,0
149,Santorini,Winter,13,1301.3484044068905,5,Honeymoon,546.5911380860321,2,2,0.5591162632667245,0.005216321064894336,0.7099006789949233,0.9950563387560393,0
150,Paris,Monsoon,12,3786.2262157311216,3,Backpacking,1175.2176372638498,2,4,-0.06922787312095735,0.6371040732889721,0.7107697408540329,0.5306778715120752,1
151,Santorini,Summer,8,2519.5764027144946,5,Leisure,534.0277523724726,2,3,0.6312667581549585,0.10781384503042024,0.8495527822581829,0.8631825424104381,0
152,Kyoto,Summer,11,2099.2767491106392,4,Business,840.4375687466988,2,1,-0.4613115942941577,0.4787484146820543,0.008683598463870013,0.9110571640210087,1
153,Banff,Summer,13,3311.6472843831802,4,Leisure,6141.193244388683,5,4,-0.23888485036441018,0.2603168556580989,0.17039554323513206,0.5184687127814234,1
154,Kyoto,Summer,5,2417.9420469755946,5,Business,1183.8845498025953,2,5,0.2904674734242853,0.39238296582931487,0.4710468520447555,0.45571392551918766,0
155,Goa,Winter,2,3754.217345338727,1,Backpacking,424.10401316266035,2,1,0.6852485467133775,0.5370773556668008,0.8505403874614784,0.5528859547723501,1
156,Cairo,Spring,5,3138.9832037149768,4,Honeymoon,1266.8240160531136,5,1,0.9333044541574611,0.014464114601972833,0.965116861627984,0.8477395028814141,1
157,Bali,Summer,9,4505.347356097497,5,Adventure,371.8770389402319,4,5,0.1206830818404364,0.2845835832716228,0.5948686146794013,0.9646602316007996,1
158,Reykjavik,Dry,8,2242.3453993306457,5,Adventure,420.22558994106816,1,3,1.0,0.9896119342918649,0.21213397542302015,0.3283221093697162,0
159,Reykjavik,Spring,2,3112.4193876780423,3,Honeymoon,476.80208623811353,5,2,-0.04483227491271527,0.057399125820559616,0.18458469582464565,0.7386303821198467,1
160,Queenstown,Summer,8,1503.759757654342,4,Honeymoon,768.5859809504818,1,4,0.6493838111814862,0.31939348815736834,0.6394439539862674,0.28537447728995946,1
161,Banff,Winter,4,1260.3232479869341,5,Adventure,2320.586411900882,1,2,-0.3710904984796526,0.32142147496464823,0.2100691470594046,0.6109530413315054,0
162,Cairo,Spring,8,5034.455137245362,5,Leisure,1741.8770208849353,3,2,0.3101002534316271,0.3793859209327626,0.5530874239208862,0.8047895882182705,0
163,Goa,Spring,8,2058.479342199105,5,Cultural,1666.3589614911311,4,2,-1.0,0.6847809184423453,0.8348119291439021,0.8864863246612933,0
164,Goa,Spring,9,2930.500010552566,5,Business,455.2562046080422,1,3,-0.4607955058265619,0.2477437986829646,0.38981964846209005,0.44871618427924675,0
165,Goa,Monsoon,6,1947.3874979311122,2,Cultural,711.1963241380095,4,1,0.3333383990403824,0.4602693441360528,0.3784721897419292,0.36975568256589153,0
166,Santorini,Spring,6,1271.6755103729995,4,Backpacking,1363.2146264394867,1,2,-0.5562194261002618,0.6448635668524492,0.036140336891073765,0.25345161201088784,0
167,NYC,Spring,10,1819.9962789748556,3,Honeymoon,663.3773686120045,4,2,0.3134748053945923,0.3223220583285886,0.2540845784245549,0.13341717041818757,1
168,Bali,Spring,10,4279.521189307551,5,Honeymoon,877.7017537877049,1,1,0.5532290604061817,0.9487725805032546,0.6981914596192744,0.3649175686436741,1
169,NYC,Spring,11,2522.848866549603,5,Leisure,1561.0078573265864,3,4,-0.15066009635913905,0.9796726349426813,0.36039124513219645,0.8719778047478473,1
170,Paris,Autumn,6,647.4982586080923,5,Backpacking,829.6316897686138,4,1,-0.38447647783709904,0.11967356768751114,0.15829891728992196,0.4188095162106382,1
171,Bali,Summer,7,1588.9891305106291,3,Honeymoon,1314.0216446977709,2,5,-0.1370933079273694,0.3438198844008101,0.10576773376032711,0.317293165811222,1
172,Paris,Autumn,5,5267.84308315494,3,Cultural,3921.316682641827,4,1,-0.38290615959209273,0.2079720698064753,0.09505337815070891,0.7391322445864148,0
173,Queenstown,Autumn,8,1590.3698574149114,1,Business,955.7658543360276,4,2,0.049393220992041166,0.18678959555711516,0.6591334331178952,0.21558447162593875,1
174,Queenstown,Monsoon,3,613.8267885191511,4,Honeymoon,2817.119668417195,4,1,0.1510453124440409,0.4909798383382795,0.6126214787935487,0.25628680248768243,1
