user_id,location,season,duration_days,budget_usd,group_size,trip_type,distance_km,hotel_quality,rating_1_5,review_polarity,weather_score,time_flexibility,ambiguity_level,accept_recommendation,continent
81,Banff,Spring,10,725.3689593737114,5,Leisure,1451.234711560467,2,3,0.2105932426705836,0.4155024624318001,0.452639803042497,0.5363040097981578,1,North America
82,Goa,Spring,2,3349.440655370837,4,Adventure,2158.0035058987337,1,3,-0.1080425606332643,0.3679228300368189,0.5310054319116085,0.1320497928413057,0,Asia
83,Bali,Spring,4,981.4299890267752,4,Backpacking,766.6490152788921,3,5,0.2688385093523474,0.8980618225582724,0.250081357307201,0.5132402490163293,1,Asia
84,Santorini,Summer,8,1922.69556449696,5,Leisure,779.8733571047316,3,2,0.1106537451775555,0.4552357382879642,0.6519604429976628,0.944221153521555,1,Europe
85,Cairo,Autumn,13,1563.1035383284654,2,Business,1119.0218840122222,4,2,0.4868459455493842,0.6943089332962156,0.6934422180978762,0.6028913233486717,0,Africa
86,Queenstown,Summer,3,1017.5906859431147,2,Cultural,1692.803107279926,1,4,0.4315561905328655,0.794038904643829,0.0850594796707751,0.4046286224395348,1,Oceania
87,Paris,Summer,3,1002.3864073709112,5,Backpacking,1084.1296697547432,3,3,0.1835766437924206,0.6279035807471762,0.3739270758514206,0.5511030014651284,1,Europe
88,NYC,Dry,13,2134.2031380655085,3,Backpacking,2390.354762751288,5,5,-0.5836064456509992,0.9436944983249148,0.7443773012062915,0.8861450870177845,1,North America
89,Queenstown,Winter,13,3285.6625395442807,2,Backpacking,757.8245152279532,2,1,0.9953613693405852,0.8025075292560081,0.7216375598411319,0.9128486611353276,1,Oceania
90,Santorini,Autumn,4,1672.6396363051135,2,Adventure,378.90436404564986,5,1,0.0290545007144283,0.4002066276748631,0.5446033439052391,0.4000881656528953,1,Europe
91,Goa,Summer,6,1885.7254788209773,5,Business,5332.525831465986,4,2,0.0595567731524341,0.9508118432576832,0.7776747798680141,0.608061002434322,1,Asia
92,Santorini,Monsoon,9,2547.0839627172013,1,Honeymoon,676.0675592485027,3,3,-0.0712604243496938,0.5245748332713341,0.1076448930398432,0.2792026126828307,1,Europe
93,Santorini,Summer,4,1009.316588938048,1,Backpacking,695.9280879085077,5,5,-0.1442058280327682,0.0225773229448958,0.11821126784453,0.4510852961584765,1,Europe
94,NYC,Summer,5,2818.0924673932022,4,Leisure,1040.3966806795886,5,3,0.8720290240002619,0.2600132796528968,0.6574893002963448,0.2198826367831429,0,North America
95,Santorini,Monsoon,6,2956.0401314243018,1,Backpacking,1157.1841633880233,2,3,0.7930221601930398,0.6217295870372666,0.6933338678951289,0.5314722618655752,1,Europe
96,Kyoto,Autumn,9,8622.891767352234,1,Cultural,804.8477153215333,5,1,0.3221967017888354,0.1568149023244367,0.8145268553210703,0.578240134964662,1,Asia
97,Kyoto,Winter,5,1442.7950030654397,5,Leisure,1081.4444523936215,1,3,0.0462499227846372,0.5840680448932036,0.181036877773257,0.3378367361307731,0,Asia
98,Cairo,Autumn,6,1373.5458941592592,3,Business,1062.2984778011376,1,3,0.4095589925068765,0.3615980223075298,0.5167716594311051,0.2721183006386481,1,Africa
99,Cairo,Autumn,5,2868.026733397137,4,Honeymoon,1261.246077454057,1,3,0.1368984908846863,0.534385480058274,0.6608312971355824,0.1510256066314519,0,Africa
100,Bali,Summer,11,2955.616393082217,3,Leisure,166.33603223444317,2,4,0.0048885408384505,0.0018748478732528,0.223699573829015,0.1395436662061597,1,Asia
101,Santorini,Summer,3,1311.5274220035064,1,Leisure,4937.92778574034,5,3,0.2690529607531651,0.8484213546686984,0.5169278655939907,0.7114611157141176,1,Europe
102,Bali,Summer,4,1419.5602135271947,1,Backpacking,974.7386162630528,4,1,-0.1205788734727224,0.3619254877755283,0.638445024390596,0.2216380035727033,1,Asia
103,Santorini,Spring,4,2501.5817303495555,4,Backpacking,1744.9795154274864,4,1,0.2261321320017162,0.140158434277953,0.2144495114776803,0.1179770211065605,0,Europe
104,Paris,Monsoon,12,1100.4224775598343,1,Leisure,364.13290578327786,1,1,0.2021104628108177,0.4379158570050799,0.3755634102501414,0.9988716897642888,1,Europe
105,Queenstown,Summer,13,1413.2956651567524,3,Backpacking,752.3486080000922,3,4,0.4014680106289622,0.4861772934888341,0.216338810135708,0.259916501889057,1,Oceania
106,Queenstown,Autumn,8,1907.8946973576144,2,Backpacking,640.4347912008599,2,5,-0.2095684787378044,0.6374027104961889,0.9029429044285988,0.8960483154281321,1,Oceania
107,Queenstown,Winter,3,3286.4499246045248,2,Backpacking,3553.8223147209333,3,5,0.4550681764382703,0.5245624403522797,0.2367988819299917,0.6091859537519174,1,Oceania
108,Cairo,Winter,11,1257.9526913236905,5,Adventure,686.3235162093289,2,2,-0.3531557464752526,0.0435235820670626,0.1208346259857969,0.715070166806815,0,Africa
109,Goa,Summer,7,598.5854705758252,4,Business,2011.1540480563635,2,1,-0.1862833258106193,0.8715123220777647,0.0351553115271436,0.5609189114996354,0,Asia
110,Queenstown,Summer,12,572.5164791119051,4,Backpacking,651.7516848071027,5,4,-0.164462529572872,0.4565089317869613,0.0449534724113501,0.1808111950599689,0,Oceania
111,Kyoto,Dry,6,849.2487710814704,2,Backpacking,763.4936810086127,3,1,-0.4360258861868391,0.0769877725330089,0.1915862349668169,0.8470515714526026,0,Asia
112,Queenstown,Autumn,13,822.295129616375,2,Business,901.0492051617732,3,4,0.6078311416928314,0.7728282365291851,0.6082085113069523,0.8279727664867842,1,Oceania
113,Reykjavik,Winter,11,1647.8613008599673,4,Adventure,3062.773329941229,1,2,-0.3845262380948986,0.6601544187830682,0.0176498745111226,0.3496854653502674,0,Europe
114,Goa,Monsoon,4,885.9600930101786,1,Leisure,241.8016767909363,4,5,-0.2494581687033359,0.6494377727692218,0.2867439247571471,0.7638506964114639,1,Asia
115,Reykjavik,Winter,10,1186.0064572534125,2,Adventure,382.7833471082279,3,4,0.727703855243321,0.426914001735561,0.0581668913232993,0.5430402583444278,1,Europe
116,Reykjavik,Spring,5,1136.317976506833,4,Leisure,230.9395221681838,2,4,-0.1852913509268252,0.4104970626209884,0.4036587702991676,0.9090491405600648,0,Europe
117,Paris,Autumn,6,1388.105689708826,4,Adventure,459.4353815645452,4,3,0.0059286574309516,0.5363386363873428,0.0485767378298576,0.8028243713039679,0,Europe
118,Bali,Spring,5,3997.812433646384,1,Leisure,572.905028727318,1,5,-0.4060145004582679,0.0505944128991032,0.607541776620828,0.0409957698020307,1,Asia
119,Kyoto,Autumn,10,2689.655920065563,4,Honeymoon,301.3929806370763,3,3,0.5164756038113423,0.2989577642179208,0.6884242655190153,0.8792759721912583,1,Asia
120,Bali,Dry,5,1825.62495622808,3,Business,609.5261199428046,5,4,0.5233681220955325,0.9878941735623736,0.7313375496437635,0.96856641797849,1,Asia
121,Goa,Autumn,9,1371.121410289758,2,Business,218.8153919629159,3,2,0.4694729520617233,0.6621924891280758,0.224343398646255,0.7421562026251037,0,Asia
122,Cairo,Summer,8,1394.178185086866,4,Honeymoon,485.7086803302752,1,3,0.3687649140969719,0.4189341654173221,0.8685001619617433,0.119913530847068,0,Africa
123,Cairo,Spring,11,2200.9577421844688,5,Cultural,2865.036359313466,2,5,0.1367945555097383,0.222363102940453,0.6902881673309265,0.8073758898371202,1,Africa
124,Goa,Dry,13,2567.0212115686163,3,Cultural,1514.5451717835078,1,2,-0.1621883334689922,0.7452093619002335,0.0566502192998203,0.6474890426235859,1,Asia
125,Santorini,Spring,2,1048.8289094064155,2,Adventure,1274.0730043375468,3,1,-0.3074846533330104,0.2602903097061914,0.4407667087014271,0.3388263175219802,0,Europe
126,Reykjavik,Spring,13,1848.0539645443585,2,Cultural,491.65495278440096,2,2,0.7449527633808352,0.1623701038462953,0.7677564933724812,0.8840305511926667,1,Europe
127,Paris,Summer,3,534.3378190060841,3,Adventure,320.90079732466506,1,2,0.4824021358632949,0.1545149002342872,0.3108939267202297,0.5655666884531728,0,Europe
128,Queenstown,Spring,8,2052.9401630734947,1,Business,440.8369766190999,4,3,-0.2466521136002121,0.7292632791647324,0.3815587739072648,0.8529279310194022,1,Oceania
129,Reykjavik,Summer,6,2856.3205232046403,3,Backpacking,1059.3726141994755,1,1,0.1199158841115672,0.6428102542887174,0.6296038272965429,0.6701137485842428,0,Europe
130,Cairo,Autumn,9,1528.372654568407,1,Business,2196.326396303698,2,1,-0.0500575464925066,0.0698060993712306,0.0554808801158978,0.2885161037049282,0,Africa
131,Reykjavik,Summer,10,5377.163037813282,1,Adventure,2257.230579879817,5,2,-0.4641053528528751,0.1150428153622025,0.9669350405079172,0.9750186958610364,0,Europe
132,Reykjavik,Spring,12,1065.5612466998912,3,Honeymoon,1816.178577558672,1,3,0.1888256883106512,0.6338468673535771,0.1744810106097278,0.5710055479395585,0,Europe
133,Paris,Spring,6,2060.006154049752,4,Honeymoon,607.8660278444023,2,1,-0.1077463321195978,0.571116101872159,0.0266719996462603,0.5167552418264589,0,Europe
134,Reykjavik,Summer,13,1769.5935244657464,5,Cultural,1118.3837771034337,2,2,-0.3762683331478428,0.6859990603718135,0.0053229820404202,0.403509628253255,1,Europe
135,Queenstown,Spring,5,1702.446136323351,1,Adventure,848.0384493428418,3,2,-0.639566277070881,0.1780389083632619,0.3995543749993957,0.1363442030776873,0,Oceania
136,NYC,Winter,4,1688.1806662492725,2,Honeymoon,933.600101045264,2,1,-0.6819017501028356,0.7265879062171671,0.8842533654753777,0.6862128800361617,1,North America
137,Cairo,Spring,6,1928.0473191669205,3,Adventure,5595.412348912329,5,2,-0.0857130638473197,0.9360964673305496,0.819762079217929,0.430799198005814,1,Africa
138,Paris,Summer,8,3007.2317376397928,3,Backpacking,267.84268459948646,1,2,0.0574525147875421,0.6010503145354412,0.912045798249695,0.934612510355642,1,Europe
139,NYC,Summer,10,4132.516166659526,5,Adventure,908.9213322582776,5,1,-0.337650405081158,0.1961300196427838,0.533782319328899,0.9650971686188984,1,North America
140,Goa,Summer,11,1805.602939147564,4,Cultural,2891.119642869634,3,4,0.4253697138286139,0.6795438552841065,0.4487462338751643,0.767640855349951,1,Asia
141,Banff,Spring,4,2948.9063249920646,3,Honeymoon,339.43647088751584,1,1,0.0672267291085188,0.3430816835460644,0.3858609761067945,0.2424947637025352,1,North America
142,Kyoto,Spring,5,1186.7097399619097,1,Leisure,655.2403138931702,1,3,0.3884426552993251,0.0492877463857214,0.0464180757913058,0.7159796808039663,0,Asia
143,Kyoto,Monsoon,13,2862.851032072911,1,Adventure,718.2151686547166,1,4,0.0085446049061461,0.3023386953524984,0.9095212563051536,0.0204217509650554,1,Asia
144,Goa,Spring,7,1144.593791396028,1,Leisure,917.2391390184256,2,5,-0.2935588176035529,0.905585101950132,0.4961760922847275,0.8264005028083927,0,Asia
145,Banff,Autumn,4,3478.6374601278626,4,Cultural,305.89266496022697,2,3,0.1570587855693069,0.4111393201759752,0.4550674310515101,0.4936185670905291,1,North America
146,Santorini,Summer,13,6811.6150283372335,2,Business,1765.569973275077,4,3,-0.5313372560091613,0.8646653380310924,0.5151674870141173,0.9367396498851864,1,Europe
147,Paris,Summer,7,1680.3370330997825,2,Adventure,1868.7589492250784,2,4,0.3697192603183239,0.5086593435227916,0.7941545181142005,0.3777600413259651,1,Europe
148,Kyoto,Summer,13,485.1576576895005,4,Cultural,1646.98275573135,4,5,-0.3685746032565669,0.5169779889596,0.2244710859825639,0.2631736044838443,0,Asia
149,Santorini,Winter,13,1301.3484044068905,5,Honeymoon,546.5911380860321,2,2,0.5591162632667245,0.0052163210648943,0.7099006789949233,0.9950563387560392,0,Europe
150,Paris,Monsoon,12,3786.2262157311216,3,Backpacking,1175.2176372638498,2,4,-0.0692278731209573,0.6371040732889721,0.7107697408540329,0.5306778715120752,1,Europe
151,Santorini,Summer,8,2519.576402714494,5,Leisure,534.0277523724726,2,3,0.6312667581549585,0.1078138450304202,0.8495527822581829,0.8631825424104381,0,Europe
152,Kyoto,Summer,11,2099.2767491106392,4,Business,840.4375687466988,2,1,-0.4613115942941577,0.4787484146820543,0.00868359846387,0.9110571640210088,1,Asia
153,Banff,Summer,13,3311.64728438318,4,Leisure,6141.193244388683,5,4,-0.2388848503644101,0.2603168556580989,0.170395543235132,0.5184687127814234,1,North America
154,Kyoto,Summer,5,2417.9420469755946,5,Business,1183.8845498025953,2,5,0.2904674734242853,0.3923829658293148,0.4710468520447555,0.4557139255191876,0,Asia
155,Goa,Winter,2,3754.217345338727,1,Backpacking,424.1040131626604,2,1,0.6852485467133775,0.5370773556668008,0.8505403874614784,0.5528859547723501,1,Asia
156,Cairo,Spring,5,3138.9832037149768,4,Honeymoon,1266.8240160531136,5,1,0.9333044541574612,0.0144641146019728,0.965116861627984,0.8477395028814141,1,Africa
157,Bali,Summer,9,4505.347356097497,5,Adventure,371.8770389402319,4,5,0.1206830818404364,0.2845835832716228,0.5948686146794013,0.9646602316007996,1,Asia
158,Reykjavik,Dry,8,2242.3453993306457,5,Adventure,420.22558994106816,1,3,1.0,0.9896119342918648,0.2121339754230201,0.3283221093697162,0,Europe
159,Reykjavik,Spring,2,3112.4193876780423,3,Honeymoon,476.80208623811353,5,2,-0.0448322749127152,0.0573991258205596,0.1845846958246456,0.7386303821198467,1,Europe
160,Queenstown,Summer,8,1503.759757654342,4,Honeymoon,768.5859809504818,1,4,0.6493838111814862,0.3193934881573683,0.6394439539862674,0.2853744772899594,1,Oceania
161,Banff,Winter,4,1260.323247986934,5,Adventure,2320.586411900882,1,2,-0.3710904984796526,0.3214214749646482,0.2100691470594046,0.6109530413315054,0,North America
162,Cairo,Spring,8,5034.455137245362,5,Leisure,1741.8770208849353,3,2,0.3101002534316271,0.3793859209327626,0.5530874239208862,0.8047895882182705,0,Africa
163,Goa,Spring,8,2058.479342199105,5,Cultural,1666.3589614911311,4,2,-1.0,0.6847809184423453,0.8348119291439021,0.8864863246612933,0,Asia
164,Goa,Spring,9,2930.500010552566,5,Business,455.2562046080422,1,3,-0.4607955058265619,0.2477437986829646,0.38981964846209,0.4487161842792467,0,Asia
165,Goa,Monsoon,6,1947.387497931112,2,Cultural,711.1963241380095,4,1,0.3333383990403824,0.4602693441360528,0.3784721897419292,0.3697556825658915,0,Asia
166,Santorini,Spring,6,1271.6755103729995,4,Backpacking,1363.214626439487,1,2,-0.5562194261002618,0.6448635668524492,0.0361403368910737,0.2534516120108878,0,Europe
